id,source,content_id,title,content_url,audio_url,published_at,tags,crawled_at,image_url,speaker,audio_title
666,vaezin.com,2074,,https://vaezin.com/category/homepost/sokhanraniha/ansarian/,https://dll.vaezin.com/up/2022/11/Donya-fani-ast-ansarian.mp3?_=1,2022-11-01,[],2026-09-24 14:48:53.019958+03:30,https://dll.vaezin.com/up/2022/11/Donya-fani-ast-ansarian-mp3-image.jpg,آیت الله انصاریان,دنیا فانی است
667,vaezin.com,1837,,https://vaezin.com/category/homepost/sokhanraniha/ansarian/,https://dll.vaezin.com/up/2020/08/emam-hosein-rahe-mianbor.ansarian.mp3?_=2,2020-08-27,[],2026-09-24 14:48:53.021228+03:30,https://dll.vaezin.com/up/2020/08/photo_2020-08-27_12-45-22-450x450.jpg,آیت الله انصاریان,امام حسین علیه السلام راه میانبر خدا
668,vaezin.com,1728,,https://vaezin.com/category/homepost/sokhanraniha/ansarian/,https://dll.vaezin.com/up/2020/01/se-haghighat-mahob-hazrat-zahra.ansarian.mp3?_=3,2020-01-30,[],2026-09-24 14:48:53.022129+03:30,https://dll.vaezin.com/up/2020/01/photo_2020-01-30_10-56-24-450x450.jpg,آیت الله انصاریان,سه حقیقت محبوب حضرت زهرا (س)
669,vaezin.com,1716,,https://vaezin.com/category/homepost/sokhanraniha/ansarian/,https://dll.vaezin.com/up/2020/01/kineh-nadashte-bashid.ansarian.mp3?_=4,2020-01-15,[],2026-09-24 14:48:53.023123+03:30,https://dll.vaezin.com/up/2020/01/photo_2020-01-15_10-11-09.jpg,آیت الله انصاریان,کینه نداشته باشید
670,vaezin.com,1686,,https://vaezin.com/category/homepost/sokhanraniha/ansarian/,https://dll.vaezin.com/up/2019/12/vaseteh-ashti-shavid.ansarian.mp3?_=5,2019-12-08,[],2026-09-24 14:48:53.023795+03:30,https://dll.vaezin.com/up/2019/12/photo_2019-12-08_12-13-00.jpg,آیت الله انصاریان,واسطه آشتی شوید
671,vaezin.com,1654,,https://vaezin.com/category/homepost/sokhanraniha/ansarian/,https://dll.vaezin.com/up/2019/09/kar-kardan-v-kasb-rozi.kafi-p.mp3?_=6,2019-09-24,[],2026-09-24 14:48:53.024605+03:30,https://dll.vaezin.com/up/2019/09/photo_2019-09-24_13-17-12-300x300.jpg,آیت الله انصاریان,محبت کار صورت میده
672,vaezin.com,1609,,https://vaezin.com/category/homepost/sokhanraniha/ansarian/,https://dll.vaezin.com/up/2019/08/sard-shodan-atash.ansarian.mp3?_=7,2019-08-14,[],2026-09-24 14:48:53.025528+03:30,https://dll.vaezin.com/up/2019/08/photo_2019-08-14_14-51-02-298x300.jpg,آیت الله انصاریان,سرد شدن آتش
673,vaezin.com,1350,,https://vaezin.com/category/homepost/sokhanraniha/ansarian/,https://dll.vaezin.com/up/1_15923092.mp3?_=8,2018-07-05,[],2026-09-24 14:48:53.026438+03:30,https://dll.vaezin.com/up/photo_2018-07-05_12-01-41-300x300.jpg,آیت الله انصاریان,خدا داناست
674,vaezin.com,1320,,https://vaezin.com/category/homepost/sokhanraniha/ansarian/,https://dll.vaezin.com/up/1_12561484.mp3?_=9,2018-06-13,[],2026-09-24 14:48:53.027239+03:30,https://dll.vaezin.com/up/photo_2018-06-13_18-05-39-300x292.jpg,آیت الله انصاریان,در چه حالی؟
675,vaezin.com,1301,,https://vaezin.com/category/homepost/sokhanraniha/ansarian/,https://dll.vaezin.com/up/1_11632617.mp3?_=10,2018-06-08,[],2026-09-24 14:48:53.028086+03:30,https://dll.vaezin.com/up/photo_2018-06-08_17-14-37-295x300.jpg,آیت الله انصاریان,کمک کردن دیگران
676,vaezin.com,2009,,https://vaezin.com/category/homepost/sokhanraniha/bahjat/,https://dll.vaezin.com/up/2022/04/bandegi-va-taate-khodavand-bahjat.mp3?_=1,2022-04-10,[],2026-09-24 14:48:55.604416+03:30,https://dll.vaezin.com/up/2022/04/dcb3086240-450x450.jpg,آیت الله بهجت,بندگی و طاعت خداوند متعال
677,vaezin.com,1233,,https://vaezin.com/category/homepost/sokhanraniha/bahjat/,https://dll.vaezin.com/up/emamzamn.bahjat.mp3?_=2,2018-04-28,[],2026-09-24 14:48:55.605563+03:30,https://dll.vaezin.com/up/photo_2018-04-28_18-48-48-300x300.jpg,آیت الله بهجت,امام زمان (عج) ما را مےبیند!!
678,vaezin.com,33,,https://vaezin.com/category/homepost/sokhanraniha/bahjat/,https://dll.vaezin.com/sokharani/bahjat/Eslah.behjat.mp3?_=3,2012-11-26,[],2026-09-24 14:48:55.606401+03:30,https://dll.vaezin.com/up/bahjat.jpg,آیت الله بهجت,فکر اصلاح خودتان باشید
679,vaezin.com,1968,,https://vaezin.com/category/homepost/sokhanraniha/ayatolah-tavakol/,https://dll.vaezin.com/up/2021/11/marahel-solok1.mp3?_=1,2021-11-29,[],2026-09-24 14:48:58.236177+03:30,https://dll.vaezin.com/up/2021/11/marahel-solok1-450x450.jpg,آیت الله توکل,توبه، اولین مرحله سلوک
680,vaezin.com,1960,,https://vaezin.com/category/homepost/sokhanraniha/ayatolah-tavakol/,https://dll.vaezin.com/up/2021/08/tohine-yek-nasebi-tavakol.mp3?_=2,2021-08-23,[],2026-09-24 14:48:58.237476+03:30,https://dll.vaezin.com/up/2021/08/tohine-yek-nasebi-tavakol-mp3-image-450x450.jpg,آیت الله توکل,توهین یک فرد ناصبی به اهل بیت (ع)
681,vaezin.com,1876,,https://vaezin.com/category/homepost/sokhanraniha/ayatolah-tavakol/,https://dll.vaezin.com/up/2020/12/velayat-faghih-tavakol.mp3?_=3,2020-12-18,[],2026-09-24 14:48:58.238366+03:30,https://dll.vaezin.com/up/2020/12/velayat-faghih-tavakol.jpg,آیت الله توکل,ولایت فقیه ، ادامه راه اهل بیت (ع)
682,vaezin.com,1866,,https://vaezin.com/category/homepost/sokhanraniha/ayatolah-tavakol/,https://dll.vaezin.com/up/2020/11/iman-v-kasb-an.tavakkol.mp3?_=4,2020-11-05,[],2026-09-24 14:48:58.239730+03:30,https://dll.vaezin.com/up/2020/11/photo_2020-11-05_11-32-45-450x450.jpg,آیت الله توکل,ایمان و چگونگی کسب آن
683,vaezin.com,1853,,https://vaezin.com/category/homepost/sokhanraniha/ayatolah-tavakol/,https://dll.vaezin.com/up/2020/10/gonah-hagholnas-tavakol.mp3?_=5,2020-10-19,[],2026-09-24 14:48:58.240612+03:30,https://dll.vaezin.com/up/2020/10/gonah-hagholnas-tavakol-450x450.jpg,آیت الله توکل,گناه حق الناس و عواقب آن
684,vaezin.com,1768,,https://vaezin.com/category/homepost/sokhanraniha/ayatolah-tavakol/,https://dll.vaezin.com/up/2020/03/tavajoh-be-bimari-roh.tavakol.mp3?_=6,2020-03-27,[],2026-09-24 14:48:58.241597+03:30,https://dll.vaezin.com/up/2020/03/photo_2020-03-27_12-00-33-450x450.jpg,آیت الله توکل,توجه به بیماری های روح
685,vaezin.com,1684,,https://vaezin.com/category/homepost/sokhanraniha/ayatolah-tavakol/,https://dll.vaezin.com/up/2019/12/talghin-shahadatein.tavakkol.mp3?_=7,2019-12-06,[],2026-09-24 14:48:58.242207+03:30,https://dll.vaezin.com/up/2019/12/photo_2019-12-06_18-01-36-450x425.jpg,آیت الله توکل,تلقین شهادتین
686,vaezin.com,1594,,https://vaezin.com/category/homepost/sokhanraniha/ayatolah-tavakol/,https://dll.vaezin.com/up/2019/07/nafeleh-namaz.tavakkol.mp3?_=8,2019-07-27,[],2026-09-24 14:48:58.243080+03:30,https://dll.vaezin.com/up/2019/07/photo_2019-07-27_11-46-48-300x298.jpg,آیت الله توکل,نافله نماز ها
687,vaezin.com,1517,,https://vaezin.com/category/homepost/sokhanraniha/ayatolah-tavakol/,https://dll.vaezin.com/up/2019/03/moghadamat-anjam-amal.tavakkol.mp3?_=9,2019-03-14,[],2026-09-24 14:48:58.244069+03:30,https://dll.vaezin.com/up/2019/03/photo_2019-03-14_09-59-57-296x300.jpg,آیت الله توکل,مقدمات انجام عمل
